503645489569742849,Our thoughts go out to the people injured in the Napa earthquake last night. Our bed rolled and shook but we are... http://t.co/4YCBZ4nh6J
503645450608836608,California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll http://t.co/FoAmlHtrg4
503645555440877569,( #Wagner_Kc ) The Latest on Damaging Earthquake in California: The latest from AP reporters on sce... http://t.co/DztLKw4F31 #Wagner_Kc
503645513145929728,The latest on damaging earthquake in California http://t.co/tsAePzZCH9 via AP
503645478882250752,California Winemakers Cleaning up After Quake: Earthquake strikes at heart of California wine country, just as... http://t.co/QhBzP9Fd3q
503645469784813568,California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in California's storied Nap... http://t.co/WLR4uzuZU1
503645548793307136,California winemakers cleaning up after #NapaQuake http://t.co/kt4oGmF5E2 http://t.co/7EtIC17B0Y
503645562223468544,California governor: state of emergency will help expedite resources to hardest hit areas after 6.1 quake in Napa County - @sfgate @Breaking
503645484104167424,California Winemakers Cleaning up After Quake: Earthquake strikes at heart of California wine country, just as... http://t.co/pg2SejXybS
503645461924687872,California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in California's storied Nap... http://t.co/vjcuVIMoYq
503645538504671232,California winemakers cleaning up after quake http://t.co/fPs7R59HRF
503645486927335424,Time for work.  What's been happening since I went to bed this morning? Will  check the feeds later #earthquake #Napa #SCARYSHIT
503645457663283200,California winemakers cleaning up after quake http://t.co/l54raE0WKX
503645566127988736,#Crowdsourced #photos from #NapaQuake tweets: http://t.co/iTc9LcdKiY curated by @SFgate @SFchronicle on @Storify
503645478781583360,This Is What Northern California Looks Like After Quake: Cracked streets, homes on fire, and crumbled buildings are what residents of...
503645523950460929,Strong California quake causes injuries, damage http://t.co/9KPWEyQinI via AP
503645455415119872,A few sidewalks pushed up this much near epicenter #napaquake #earthquake @nbcbayarea @weatherchannel http://t.co/OFKcyUAmwn
503645551435333634,Strike slip #Napaquake was shallower than #LomaPrieta at 6 km.
503645525250699264,Northern California rocked by magnitude 6.0 earthquake  http://t.co/v8iT8uHUSY
503645560398569472,Napa official: 15 to 16 buildings not inhabitable after quake, limited access to many others - @AP http://t.co/0TVL11aScb
503645479951794176,California Winemakers Cleaning up After Quake: Earthquake strikes at heart of California wine country, just as harvest season begins
503645506975719424,What a California thing to do. Skater takes advantage of Napa earthquake-damaged street. (via @vickydnguyen) http://t.co/laQPVgLNyV
503645490143952897,.@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake
503645560868323329,6.1 earthquake is strongest to hit Bay Area since 1989 World Series quake, says CNN meteorologist Todd Borek. http://t.co/ggmFkT1mrS
503645481780510720,MORE: Napa officials say the 6.0 magnitude earthquake left up to 16 buildings uninhabitable: http://t.co/azwRNeURtH
503645494879338496,#TeamYokelChang California Winemakers Cleaning up After Quake: Earthquake strikes at heart of California wine ... http://t.co/MAj4F6T1Uc
503645577419444224,California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll http://t.co/FoAmlHtrg4
503645461824036864,Big earthquake in Napa this morning. Locals described it as "vibrant and intense, but not overly flamboyant with a clean, earthy finish."
503645470896316416,Napa quake tourism: Should you stay or should you go?: Tourism officials advise: stay away from downtown Napa... http://t.co/SQ6We43y2B
503645498415513600,VIDEO: Earthquake triggers fires at Napa Valley mobile home park while disrupting water supply: http://t.co/IrZyTdWcEo
503645559949758464,Early warning system gave 10 seconds to prepare for #NapaQuake. WATCH: http://t.co/U3uVl1mH0K http://t.co/KGikvsg00H
503645461266169856,The latest on damaging earthquake in California: NAPA, Calif.     (AP) -- This is what Associated Press report... http://t.co/tUx5RGdcz3
503645568728449024,Earthquake Strikes Napa Valley; Wineries Assess Damage (Wine Spectator) http://t.co/tNtx98cxiI #wine #winelover
503645495689224193,Really KGO channel 7? Preempt the ENTIRE LLWS championship game to rehash the Napa quake stuff a billion times?
503645574256533504,Maybe it was a ripple from #sfquake to Korea, but I got up in the middle of the night and now have nice mixture of jetlag and sleep disorder
503645468845293568,The latest on damaging earthquake in California: NAPA, Calif.     (AP) -- This is what Associated Press report... http://t.co/fghdYkGra3
503645486490730497,Dan Sarao of @velopizzeria wasn't happy when the bldg's retrofit took 7 months. But it's unscathed from #napaquake, reopening this afternoon
503645556736925697,( #Wagner_Kc ) California Winemakers Cleaning up After Quake: Earthquake strikes at heart of Califo... http://t.co/l7poS46Dsx #Wagner_Kc
503645476860616705,California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in Cal... http://t.co/egzUJnyA5k #RTFPossibleDisaster
503645562932314113,California in one picture. MT @vickydnguyen: Napa skaters finding upside to quake damage. Photo from Jeremy Carroll http://t.co/FoAmlHtrg4
503645457156169728,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503645486390050816,SURVEILLANCE VIDEOS: Cameras Capture South Napa Quake http://t.co/ozs2ycmup5 http://t.co/w51iKSDrME
503645546423537664,A 6.0 earthquake hit Northern California this morning, most damage centering in Napa region: http://t.co/aGSmccdi0q http://t.co/KPlPNLCZZW
503645464181604353,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503645460280528896,California quake a reminder to expect BC's 'Big One' http://t.co/pMODITdnmf Is your home ready? http://t.co/lMJpMqsoTR #yyj #yvr #yyc #yyz
503645557525852160,#Dime_Miloko This Is What Northern California Looks Like After Quake: Cracked streets, homes on fire, and crumbled buildings are what...
503645556787646464,California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea8ET
503645532242194432,Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http://t.co/rWyZWV5IEV
503645463133052928,I'm safe. House is a mess. No more plates for glasses. Chimney fell down. We still don't have power or water. #napaquake
503645478127296512,Biggest Quake in 25 Years Spurs N. Calif. State of Emergency: Northern California was shaken awake this morning by its strongest eart...
503645505541652480,Keeping all those affected by the San Francisco Earthquake in my prayers.
503645574503997441,PHOTOS 6.0 quake rocks Northern California, igniting fires and sending residents running: http://t.co/Gk52YSNG7w http://t.co/oIXWonb34n
503645540542738432,number of critical patients rises to 6.  120 patients treated in queen of the valley e.r. most have gone home #ktvu #napaearthquake
503645537238003713,Skateboarder using an earthquake buckled street as a jump is a strong contender for The Most California Photo Ever. http://t.co/u05UetkcJf
503645477456187394,The Latest on Damaging Earthquake in California: The latest from AP reporters on scene after California earthquake causes damage, injuries
503645521039593472,California winemakers cleaning up after quake http://t.co/6lPzlnmQQd via AP
503645502538149888,Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http://t.co/rWyZWV5IEV
503645549178785792,The last time we saw such significant activity on West Napa fault was 6.3 magnitude quake in 1898. #napaearthquake
503645475493265408,A strong #earthquake rattled #California's wine country and caused a state of emergency: http://t.co/T4IDywk3Tr http://t.co/yBJe1Apop8
503645457923321856,Amazingly only 2 broken bottles in our Sonoma Tasting Room after the 6.0 quake. Some wine sloshing in barrels at... http://t.co/KCCe6kChtM
503645554635976704,Northern California rocked by magnitude 6.0 earthquake http://t.co/QLEh5Zl8uA http://t.co/Mqhlkuv2P8
503645567587999744,They laughed when they wanted to manufacture MD 20/20 in Westfield, New York but with the Napa Valley earthquake who's laughing now?
503645520946941952,This Is What Northern California Looks Like After Quake: Cracked streets, homes on fire, and crumbled building... http://t.co/HqxnbJnmne
503645459177820161,Will the #napaquake take a toll on the wine industry?  http://t.co/qNMEtWZpIS #earthquake http://t.co/1Cqn3vLwmW
503645456820617217,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503645560142708736,Now I understand declared state of emergency - Napa earthquake hits wine country, vineyards hard http://t.co/aa26QckX07
503645469482827778,California winemakers cleaning up after quake: NAPA, Calif.     (AP) -- Winemakers in California's storied Nap... http://t.co/tknejcpnar
503645576563412992,Napa restaurants assess the Northern California earthquake damage [UPDATES]: http://t.co/pZAs1gpl02
503645576542433280,Billy Squier https://t.co/yrNzRRfolF #StonerNation #THCFamily #mmj #bayarea #ca #sanfrancisco  #SFO #mmot
#quake #earthquake
503645515758583808,California Winemakers Cleaning up After Quake: Earthquake strikes at heart of California wine country, just as... http://t.co/ILlbMhBVNb
503645466220052480,UPDATE: Napa #CA medical center reports 120 people injured (3 in critical condition) http://t.co/fRgIo5lUfY #Quake http://t.co/C8wgTuL84h
503645460574531584,ICYMI: Child critically injured in #napaquake airlifted to UC Davis http://t.co/6MhzcRzhtq
503645598105743360,Sad day for so many reasons #earthquake #napa stole this one from Silver Oaks http://t.co/XrcCCCteui
503645593088978944,The Latest on Damaging Earthquake in California: The latest from AP reporters on scene after California earthquake causes damage, injuries
503643131624292352,Photos show earthquake devastation in Napa wine country http://t.co/cGCobSLUn5
503645592837312512,#Dime_Miloko The Latest on Damaging Earthquake in California: The latest from AP reporters on scene after California earthquake cause...
503644006048206848,@dish why no little league World Series on Dish?? Pre-empted by earthquake coverage?? #napaearthquake
503645608411140097,A strong #earthquake rattled #California's wine country and caused a state of emergency: http://t.co/T4IDywk3Tr http://t.co/yBJe1Apop8
503644073044238336,6.0-magnitude #earthquake that rocked northern Calif. is largest to hit since 1989. #napaquake http://t.co/QLEh5Zl8uA http://t.co/Fx4Sh04k4L
503645594053664769,#Dime_Miloko This Is What Northern California Looks Like After Quake: Cracked streets, homes on fire, and crumbled buildings are what...
503645633190715392,the strongest earthquake in the bay area in 25 years couldnt even wake me up. well damn
503645594326282240,This Is What Northern California Looks Like After Quake: Cracked streets, homes on fire, and crumbled buildings are what residents of...
503644609839632384,California winemakers cleaning up after quake

(Sent from WCAX) http://t.co/h7VQ7HwMD4
503645632952041472,All of our Bay Area studios in SF and Berkeley are just fine after the earthquake, and we have all classes on a... http://t.co/aT7uThljes
503645602358362112,Napa schools to close Monday in wake of quake http://t.co/MN7fTCiVV5 via @naparegister
503645628732170240,#USA #News: California Winemakers Cleaning up After Quake: Earthquake strikes at heart of Ca... http://t.co/4dK3SC5WJ7 via .@TheNewsHype
503645578874847232,Napa Valley College reports no significant damage from the earthquake and will be open Monday for regularly scheduled classes and activities
503645582893019137,6.0-magnitude #earthquake that rocked northern Calif. is largest to hit since 1989. #napaquake http://t.co/QLEh5Zl8uA http://t.co/Fx4Sh04k4L
503645611871051776,#LosMiniDelSonido The Latest on Damaging Earthquake in California: The latest from AP reporters on scene after... http://t.co/QzaHxv1Gvf
503644907635245058,Power cuts and minor damage after California earthquake but no immediate reports of injuries http://t.co/E5Wn7Ffhke http://t.co/o9kZGIcmIp
503645598935822336,From all of us in #Lodi wine country, our wishes and prayers go out to our friends and neighbors in #Napa #napaearthquake
503645618774880256,Yes that is a barrel in a forklift. #napa #earthquake http://t.co/PP9Ti2pMPT
503645622046453760,BREAKING: Powerful earthquake strikes Northern California, legalization of gay marriage suspected to be the cause.
503645546423537664,A 6.0 earthquake hit Northern California this morning, most damage centering in Napa region: http://t.co/aGSmccdi0q http://t.co/KPlPNLCZZW
503645634092867584,Another chimney bites the dust in #napaearthquake. People upgraded houses but not chimneys. Dozens I not 100s fell. http://t.co/NBbCcLEz3y
503644719826472960,Map of Bay Area's 6.0 quake, aftershocks and damage. Updating throughout the day. http://t.co/yV6tgQuE10 http://t.co/FbOJoo2Ht4
503645610197544960,Right as the earthquake struck, a baby boy was born to Napa resident Connie Navarro. http://t.co/FwhgKEhYnE
503645593495814144,#Dime_Miloko Biggest Quake in 25 Years Spurs N. Calif. State of Emergency: Northern California was shaken awake this morning by its s...
503645595437780992,California Winemakers Cleaning up After Quake: Earthquake strikes at heart of California wine country, just as harvest season begins
503645593705529344,Biggest Quake in 25 Years Spurs N. Calif. State of Emergency: Northern California was shaken awake this morning by its strongest eart...
503645294601330690,Oh, California - this, via @vickydnguyen: Skaters find upside to #napaquake. Photo from #nbcbayarea's Jeremy Carroll http://t.co/VMcw6hQcjf
503645595232264192,#Dime_Miloko California Winemakers Cleaning up After Quake: Earthquake strikes at heart of California wine country, just as harvest s...
503645613250981888,#LosMiniDelSonido California Winemakers Cleaning up After Quake: Earthquake strikes at heart of California win... http://t.co/NtfBkoQc2M
503645597266874368,Conservatives already assessing blame on this morning's San Francisco area #earthquake. http://t.co/Dtst5GrdhU
503645515758583808,California Winemakers Cleaning up After Quake: Earthquake strikes at heart of California wine country, just as... http://t.co/ILlbMhBVNb
